"","CoB","ETH.group","age","sex","year","pop"
"50230","UK born","Black-African",7,"F",2028,11793.5009653854
"50231","UK born","Black-African",8,"F",2028,11544.678207485
"50232","UK born","Black-African",9,"F",2028,11320.0245951858
"50233","UK born","Black-African",10,"F",2028,11104.4988289337
"50234","UK born","Black-African",11,"F",2028,10888.5863527006
"50235","UK born","Black-African",12,"F",2028,10658.3101761698
"50236","UK born","Black-African",13,"F",2028,10417.1526741599
"50237","UK born","Black-African",14,"F",2028,10184.4164403505
"50238","UK born","Black-African",15,"F",2028,10003.6708491915
"50239","UK born","Black-African",16,"F",2028,10106.1890158117
"50240","UK born","Black-African",17,"F",2028,10015.094846895
"50241","Non-UK born","Black-African",17,"F",2028,2211.71450916845
"50242","UK born","Black-African",18,"F",2028,9772.84185861551
"50243","Non-UK born","Black-African",18,"F",2028,2659.56523851734
"50244","UK born","Black-African",19,"F",2028,9971.9744332575
"50245","Non-UK born","Black-African",19,"F",2028,3078.09683460584
"50246","UK born","Black-African",20,"F",2028,9567.98542194778
"50247","Non-UK born","Black-African",20,"F",2028,3626.5692520928
"50248","UK born","Black-African",21,"F",2028,9183.79605528993
"50249","Non-UK born","Black-African",21,"F",2028,4271.11996807486
"50250","UK born","Black-African",22,"F",2028,8768.09851385199
"50251","Non-UK born","Black-African",22,"F",2028,5059.50391658133
"50252","UK born","Black-African",23,"F",2028,7276.42271660882
"50253","Non-UK born","Black-African",23,"F",2028,5456.91055847244
"50254","UK born","Black-African",24,"F",2028,6324.44813020603
"50255","Non-UK born","Black-African",24,"F",2028,6323.12545562612
"50256","UK born","Black-African",25,"F",2028,5152.71388167008
"50257","Non-UK born","Black-African",25,"F",2028,6903.85646525795
"50258","UK born","Black-African",26,"F",2028,4342.74642487647
"50259","Non-UK born","Black-African",26,"F",2028,7456.31797136394
"50260","UK born","Black-African",27,"F",2028,3992.33579218862
"50261","Non-UK born","Black-African",27,"F",2028,8288.78930559887
"50262","UK born","Black-African",28,"F",2028,3397.49937476773
"50263","Non-UK born","Black-African",28,"F",2028,8872.82655948435
"50264","UK born","Black-African",29,"F",2028,3187.53087114509
"50265","Non-UK born","Black-African",29,"F",2028,9212.93610855754
"50266","UK born","Black-African",30,"F",2028,2991.09370080688
"50267","Non-UK born","Black-African",30,"F",2028,9629.28426109495
"50268","UK born","Black-African",31,"F",2028,3005.98640937589
"50269","Non-UK born","Black-African",31,"F",2028,9666.89718961078
"50270","UK born","Black-African",32,"F",2028,2794.02232116073
"50271","Non-UK born","Black-African",32,"F",2028,10035.1199820045
"50272","UK born","Black-African",33,"F",2028,2515.7503698863
"50273","Non-UK born","Black-African",33,"F",2028,10162.7314646286
"50274","UK born","Black-African",34,"F",2028,2223.51166628727
"50275","Non-UK born","Black-African",34,"F",2028,10367.5450945204
"50276","UK born","Black-African",35,"F",2028,2144.16702445996
"50277","Non-UK born","Black-African",35,"F",2028,10585.6793669433
"50278","UK born","Black-African",36,"F",2028,1971.04637054575
"50279","Non-UK born","Black-African",36,"F",2028,10362.7889106501
"50280","UK born","Black-African",37,"F",2028,1517.90341077405
"50281","Non-UK born","Black-African",37,"F",2028,10360.7463930645
"50282","UK born","Black-African",38,"F",2028,1190.14393225534
"50283","Non-UK born","Black-African",38,"F",2028,10267.26140658
"50284","UK born","Black-African",39,"F",2028,885.060909678727
"50285","Non-UK born","Black-African",39,"F",2028,10119.6567602179
"50286","UK born","Black-African",40,"F",2028,727.258609526545
"50287","Non-UK born","Black-African",40,"F",2028,10207.5830012285
"50288","UK born","Black-African",41,"F",2028,683.188997920054
"50289","Non-UK born","Black-African",41,"F",2028,10247.7884645265
"50290","UK born","Black-African",42,"F",2028,556.153158475182
"50291","Non-UK born","Black-African",42,"F",2028,10208.0695206741
"50292","UK born","Black-African",43,"F",2028,537.167022749522
"50293","Non-UK born","Black-African",43,"F",2028,10105.1367467017
"50294","UK born","Black-African",44,"F",2028,485.786601407684
"50295","Non-UK born","Black-African",44,"F",2028,10178.1392972357
"50296","UK born","Black-African",45,"F",2028,666.507549592778
"50297","Non-UK born","Black-African",45,"F",2028,10678.9020611932
"50298","UK born","Black-African",46,"F",2028,669.377060390286
"50299","Non-UK born","Black-African",46,"F",2028,10209.7612405838
"50300","UK born","Black-African",47,"F",2028,702.487079144986
"50301","Non-UK born","Black-African",47,"F",2028,10846.4580151219
"50302","UK born","Black-African",48,"F",2028,768.564664904154
"50303","Non-UK born","Black-African",48,"F",2028,11189.344880211
"50304","UK born","Black-African",49,"F",2028,784.305780532562
"50305","Non-UK born","Black-African",49,"F",2028,11057.8773285641
"50306","UK born","Black-African",50,"F",2028,619.297954910912
"50307","Non-UK born","Black-African",50,"F",2028,10776.1028803328
"50308","UK born","Black-African",51,"F",2028,592.162725439254
"50309","Non-UK born","Black-African",51,"F",2028,11075.2759335093
"50310","UK born","Black-African",52,"F",2028,605.754628426752
"50311","Non-UK born","Black-African",52,"F",2028,10833.7463685405
"50312","UK born","Black-African",53,"F",2028,545.985447055838
"50313","Non-UK born","Black-African",53,"F",2028,10610.771009673
"50314","UK born","Black-African",54,"F",2028,691.759909473282
"50315","Non-UK born","Black-African",54,"F",2028,9774.35313496836
"50316","UK born","Black-African",55,"F",2028,677.604825533558
"50317","Non-UK born","Black-African",55,"F",2028,9866.07104397316
"50318","UK born","Black-African",56,"F",2028,783.767527381965
"50319","Non-UK born","Black-African",56,"F",2028,8166.91924592159
"50320","UK born","Black-African",57,"F",2028,936.919232301661
"50321","Non-UK born","Black-African",57,"F",2028,9183.72403275911
"50322","UK born","Black-African",58,"F",2028,943.932934744808
"50323","Non-UK born","Black-African",58,"F",2028,8818.67886161602
"50324","UK born","Black-African",59,"F",2028,1089.01163777421
"50325","Non-UK born","Black-African",59,"F",2028,8623.25590674214
"50326","UK born","Black-African",60,"F",2028,1137.18205032263
"50327","Non-UK born","Black-African",60,"F",2028,7759.99615324581
"50328","UK born","Black-African",61,"F",2028,1189.75141754916
"50329","Non-UK born","Black-African",61,"F",2028,7332.77481281291
"50330","UK born","Black-African",62,"F",2028,1107.73772170679
"50331","Non-UK born","Black-African",62,"F",2028,7095.86411177932
"50332","UK born","Black-African",63,"F",2028,859.574915435247
"50333","Non-UK born","Black-African",63,"F",2028,6891.68084850256
"50334","UK born","Black-African",64,"F",2028,601.842303413958
"50335","Non-UK born","Black-African",64,"F",2028,6058.62967931496
"50336","UK born","Black-African",65,"F",2028,390.893943966927
"50337","Non-UK born","Black-African",65,"F",2028,5881.68829279583
"50338","UK born","Black-African",66,"F",2028,240.791350359148
"50339","Non-UK born","Black-African",66,"F",2028,4620.18680483927
"50340","UK born","Black-African",67,"F",2028,89.434525912144
"50341","Non-UK born","Black-African",67,"F",2028,5395.0510579122
"50342","UK born","Black-African",68,"F",2028,-10.1069006565108
"50343","Non-UK born","Black-African",68,"F",2028,4619.02375183808
"50344","UK born","Black-African",69,"F",2028,-84.8031792505756
"50345","Non-UK born","Black-African",69,"F",2028,4017.94874728322
"50346","UK born","Black-African",70,"F",2028,-105.498481105411
"50347","Non-UK born","Black-African",70,"F",2028,3383.62735777514
"50348","UK born","Black-African",71,"F",2028,-143.380448507922
"50349","Non-UK born","Black-African",71,"F",2028,3111.52776455796
"50350","UK born","Black-African",72,"F",2028,-152.30368154587
"50351","Non-UK born","Black-African",72,"F",2028,2731.90669775333
"50352","UK born","Black-African",73,"F",2028,-198.033774651503
"50353","Non-UK born","Black-African",73,"F",2028,2666.17288526711
"50354","UK born","Black-African",74,"F",2028,-181.882387476681
"50355","Non-UK born","Black-African",74,"F",2028,2174.95863861953
"50356","UK born","Black-African",75,"F",2028,-196.434785387629
"50357","Non-UK born","Black-African",75,"F",2028,2067.10020546734
"50358","UK born","Black-African",76,"F",2028,-178.10184454253
"50359","Non-UK born","Black-African",76,"F",2028,1521.75594307383
"50360","UK born","Black-African",77,"F",2028,-205.56171640756
"50361","Non-UK born","Black-African",77,"F",2028,1652.64278683742
"50362","UK born","Black-African",78,"F",2028,-220.023067704369
"50363","Non-UK born","Black-African",78,"F",2028,1544.12739346596
"50364","UK born","Black-African",79,"F",2028,-235.942661821575
"50365","Non-UK born","Black-African",79,"F",2028,1470.0563547816
"50366","UK born","Black-African",80,"F",2028,-231.048736551915
"50367","Non-UK born","Black-African",80,"F",2028,1203.23214438989
"50368","UK born","Black-African",81,"F",2028,-228.23804037661
"50369","Non-UK born","Black-African",81,"F",2028,1121.7986522081
"50370","UK born","Black-African",82,"F",2028,-251.97680955319
"50371","Non-UK born","Black-African",82,"F",2028,1141.74823913828
"50372","UK born","Black-African",83,"F",2028,-234.91887289821
"50373","Non-UK born","Black-African",83,"F",2028,1026.32087361989
"50374","UK born","Black-African",84,"F",2028,-233.856554030836
"50375","Non-UK born","Black-African",84,"F",2028,871.034576414659
"50376","UK born","Black-African",85,"F",2028,-3945.32158773786
"50377","Non-UK born","Black-African",85,"F",2028,6132.00242836448
"50378","UK born","Black-African",0,"M",2028,14295.9605652237
"50379","UK born","Black-African",1,"M",2028,14002.6490740038
"50380","UK born","Black-African",2,"M",2028,13714.6069932985
"50381","UK born","Black-African",3,"M",2028,13445.6359605619
"50382","UK born","Black-African",4,"M",2028,13190.5668337405
"50383","UK born","Black-African",5,"M",2028,12928.738537603
"50384","UK born","Black-African",6,"M",2028,12666.9625718211
"50385","UK born","Black-African",7,"M",2028,12402.6943078342
"50386","UK born","Black-African",8,"M",2028,12146.251806622
"50387","UK born","Black-African",9,"M",2028,11911.7402000614
"50388","UK born","Black-African",10,"M",2028,11686.8324659589
"50389","UK born","Black-African",11,"M",2028,11461.2211823242
"50390","UK born","Black-African",12,"M",2028,11220.4247368097
"50391","UK born","Black-African",13,"M",2028,10967.8816129632
"50392","UK born","Black-African",14,"M",2028,10724.8121356969
"50393","UK born","Black-African",15,"M",2028,10534.4675629657
"50394","UK born","Black-African",16,"M",2028,10640.3717481183
"50395","UK born","Black-African",17,"M",2028,10303.7972306797
"50396","Non-UK born","Black-African",17,"M",2028,2342.7253884452
"50397","UK born","Black-African",18,"M",2028,10096.4119251658
"50398","Non-UK born","Black-African",18,"M",2028,2728.51026466472
"50399","UK born","Black-African",19,"M",2028,10093.8145632536
"50400","Non-UK born","Black-African",19,"M",2028,3272.54122866368
"50401","UK born","Black-African",20,"M",2028,10135.2309396872
"50402","Non-UK born","Black-African",20,"M",2028,3919.13007300328
"50403","UK born","Black-African",21,"M",2028,9239.02566550678
"50404","Non-UK born","Black-African",21,"M",2028,4602.79144434424
"50405","UK born","Black-African",22,"M",2028,8650.69096792305
"50406","Non-UK born","Black-African",22,"M",2028,5495.23180294088
"50407","UK born","Black-African",23,"M",2028,7342.80281883092
"50408","Non-UK born","Black-African",23,"M",2028,6200.18895863941
"50409","UK born","Black-African",24,"M",2028,6124.63683438007
"50410","Non-UK born","Black-African",24,"M",2028,7051.78705616962
"50411","UK born","Black-African",25,"M",2028,5123.04810790909
"50412","Non-UK born","Black-African",25,"M",2028,7844.1450200599
"50413","UK born","Black-African",26,"M",2028,4335.52528124485
"50414","Non-UK born","Black-African",26,"M",2028,8777.38727803843
"50415","UK born","Black-African",27,"M",2028,3791.56523673122
"50416","Non-UK born","Black-African",27,"M",2028,9611.81777134767
"50417","UK born","Black-African",28,"M",2028,3272.31472289555
"50418","Non-UK born","Black-African",28,"M",2028,10428.3554710367
"50419","UK born","Black-African",29,"M",2028,3049.94425214267
"50420","Non-UK born","Black-African",29,"M",2028,10462.9267832298
"50421","UK born","Black-African",30,"M",2028,2803.24959211656
"50422","Non-UK born","Black-African",30,"M",2028,11064.9434200004
"50423","UK born","Black-African",31,"M",2028,2759.79948483533
"50424","Non-UK born","Black-African",31,"M",2028,11070.2916910321
"50425","UK born","Black-African",32,"M",2028,2494.35993779961
"50426","Non-UK born","Black-African",32,"M",2028,11585.0904145054
"50427","UK born","Black-African",33,"M",2028,1983.33612610223
"50428","Non-UK born","Black-African",33,"M",2028,11621.8915854931
"50429","UK born","Black-African",34,"M",2028,1952.40282824643
"50430","Non-UK born","Black-African",34,"M",2028,11887.8937032371
"50431","UK born","Black-African",35,"M",2028,1625.34563480548
"50432","Non-UK born","Black-African",35,"M",2028,12027.6382726402
"50433","UK born","Black-African",36,"M",2028,1294.14845728466
"50434","Non-UK born","Black-African",36,"M",2028,11817.8909552317
"50435","UK born","Black-African",37,"M",2028,1286.49201601021
"50436","Non-UK born","Black-African",37,"M",2028,11956.7307533348
"50437","UK born","Black-African",38,"M",2028,973.102790070054
"50438","Non-UK born","Black-African",38,"M",2028,11691.9960801557
"50439","UK born","Black-African",39,"M",2028,588.228485237085
"50440","Non-UK born","Black-African",39,"M",2028,11010.9444970422
"50441","UK born","Black-African",40,"M",2028,396.683457085925
"50442","Non-UK born","Black-African",40,"M",2028,10189.6095387825
"50443","UK born","Black-African",41,"M",2028,292.154913793071
"50444","Non-UK born","Black-African",41,"M",2028,9930.0385218976
"50445","UK born","Black-African",42,"M",2028,250.207343857711
"50446","Non-UK born","Black-African",42,"M",2028,10056.1887349535
"50447","UK born","Black-African",43,"M",2028,223.110050682324
"50448","Non-UK born","Black-African",43,"M",2028,9449.34584384357
"50449","UK born","Black-African",44,"M",2028,135.045260494971
"50450","Non-UK born","Black-African",44,"M",2028,9479.74474529265
"50451","UK born","Black-African",45,"M",2028,349.696776241015
"50452","Non-UK born","Black-African",45,"M",2028,9392.13136337428
"50453","UK born","Black-African",46,"M",2028,550.229752343176
"50454","Non-UK born","Black-African",46,"M",2028,8899.0209360426
"50455","UK born","Black-African",47,"M",2028,487.915128001001
"50456","Non-UK born","Black-African",47,"M",2028,9787.99367757606
"50457","UK born","Black-African",48,"M",2028,490.628300178963
"50458","Non-UK born","Black-African",48,"M",2028,9783.51744940265
"50459","UK born","Black-African",49,"M",2028,461.669334105296
"50460","Non-UK born","Black-African",49,"M",2028,10034.1923501114
"50461","UK born","Black-African",50,"M",2028,316.919713106443
"50462","Non-UK born","Black-African",50,"M",2028,9502.0759337224
"50463","UK born","Black-African",51,"M",2028,401.360951087564
"50464","Non-UK born","Black-African",51,"M",2028,9608.76541563361
"50465","UK born","Black-African",52,"M",2028,375.70907347208
"50466","Non-UK born","Black-African",52,"M",2028,9459.2008823484
"50467","UK born","Black-African",53,"M",2028,443.882782498507
"50468","Non-UK born","Black-African",53,"M",2028,9317.93193801929
"50469","UK born","Black-African",54,"M",2028,351.096028097277
"50470","Non-UK born","Black-African",54,"M",2028,8458.52299696553
"50471","UK born","Black-African",55,"M",2028,448.655199953609
"50472","Non-UK born","Black-African",55,"M",2028,8698.48543740289
"50473","UK born","Black-African",56,"M",2028,493.867595862737
"50474","Non-UK born","Black-African",56,"M",2028,7405.79143771833
"50475","UK born","Black-African",57,"M",2028,631.832142946021
"50476","Non-UK born","Black-African",57,"M",2028,8432.87484714353
"50477","UK born","Black-African",58,"M",2028,642.334149544791
"50478","Non-UK born","Black-African",58,"M",2028,7931.32693943947
"50479","UK born","Black-African",59,"M",2028,820.139276932918
"50480","Non-UK born","Black-African",59,"M",2028,7815.5617469159
"50481","UK born","Black-African",60,"M",2028,887.653594277658
"50482","Non-UK born","Black-African",60,"M",2028,7083.27781187658
"50483","UK born","Black-African",61,"M",2028,886.248338932184
"50484","Non-UK born","Black-African",61,"M",2028,6804.53324058151
"50485","UK born","Black-African",62,"M",2028,756.179321933914
"50486","Non-UK born","Black-African",62,"M",2028,6659.28717670374
"50487","UK born","Black-African",63,"M",2028,639.315074635426
"50488","Non-UK born","Black-African",63,"M",2028,6174.52415844877
"50489","UK born","Black-African",64,"M",2028,371.33106118542
"50490","Non-UK born","Black-African",64,"M",2028,5494.76676024801
"50491","UK born","Black-African",65,"M",2028,168.637953143873
"50492","Non-UK born","Black-African",65,"M",2028,5340.40429153727
"50493","UK born","Black-African",66,"M",2028,47.2220521384914
"50494","Non-UK born","Black-African",66,"M",2028,4285.36389619919
"50495","UK born","Black-African",67,"M",2028,-90.1599279191521
"50496","Non-UK born","Black-African",67,"M",2028,5018.34478908305
"50497","UK born","Black-African",68,"M",2028,-139.384085556972
"50498","Non-UK born","Black-African",68,"M",2028,4411.31067705764
"50499","UK born","Black-African",69,"M",2028,-203.012056407255
"50500","Non-UK born","Black-African",69,"M",2028,3869.97683761724
"50501","UK born","Black-African",70,"M",2028,-248.342792576077
"50502","Non-UK born","Black-African",70,"M",2028,3419.72106718597
"50503","UK born","Black-African",71,"M",2028,-278.269997622076
"50504","Non-UK born","Black-African",71,"M",2028,3063.48366385562
"50505","UK born","Black-African",72,"M",2028,-272.215682559892
"50506","Non-UK born","Black-African",72,"M",2028,2735.39605867244
"50507","UK born","Black-African",73,"M",2028,-292.157109489489
"50508","Non-UK born","Black-African",73,"M",2028,2533.91886504731
"50509","UK born","Black-African",74,"M",2028,-277.753648540544
"50510","Non-UK born","Black-African",74,"M",2028,1984.55929501128
"50511","UK born","Black-African",75,"M",2028,-277.359778278208
"50512","Non-UK born","Black-African",75,"M",2028,1855.57025078505
"50513","UK born","Black-African",76,"M",2028,-250.930742955004
"50514","Non-UK born","Black-African",76,"M",2028,1409.88383064371
"50515","UK born","Black-African",77,"M",2028,-272.599984682817
"50516","Non-UK born","Black-African",77,"M",2028,1477.86689706192
"50517","UK born","Black-African",78,"M",2028,-259.710646891372
"50518","Non-UK born","Black-African",78,"M",2028,1308.32657517597
"50519","UK born","Black-African",79,"M",2028,-245.006334488422
"50520","Non-UK born","Black-African",79,"M",2028,1161.98804399201
"50521","UK born","Black-African",80,"M",2028,-226.694632414803
"50522","Non-UK born","Black-African",80,"M",2028,934.754055602627
"50523","UK born","Black-African",81,"M",2028,-206.222861418876
"50524","Non-UK born","Black-African",81,"M",2028,777.155615183327
"50525","UK born","Black-African",82,"M",2028,-216.312392332013
"50526","Non-UK born","Black-African",82,"M",2028,711.675848988816
"50527","UK born","Black-African",83,"M",2028,-210.294441623696
"50528","Non-UK born","Black-African",83,"M",2028,674.117231187595
"50529","UK born","Black-African",84,"M",2028,-198.200715668433
"50530","Non-UK born","Black-African",84,"M",2028,533.710584133908
"50531","UK born","Black-African",85,"M",2028,-3627.4356163578
"50532","Non-UK born","Black-African",85,"M",2028,4650.65143849692
"50533","UK born","Black-Caribbean",0,"F",2028,2754.28983786272
"50534","UK born","Black-Caribbean",1,"F",2028,2741.56205700729
"50535","UK born","Black-Caribbean",2,"F",2028,2734.35364241288
"50536","UK born","Black-Caribbean",3,"F",2028,2735.15101926108
"50537","UK born","Black-Caribbean",4,"F",2028,2740.46575009532
"50538","UK born","Black-Caribbean",5,"F",2028,2741.24784002013
"50539","UK born","Black-Caribbean",6,"F",2028,2741.764566288
"50540","UK born","Black-Caribbean",7,"F",2028,2742.54784221112
"50541","UK born","Black-Caribbean",8,"F",2028,2744.09622430231
"50542","UK born","Black-Caribbean",9,"F",2028,2751.28748326905
"50543","UK born","Black-Caribbean",10,"F",2028,2759.90324660055
"50544","UK born","Black-Caribbean",11,"F",2028,2769.46466682805
"50545","UK born","Black-Caribbean",12,"F",2028,2776.47807079271
"50546","UK born","Black-Caribbean",13,"F",2028,2782.14464868294
"50547","UK born","Black-Caribbean",14,"F",2028,2795.31554917158
"50548","UK born","Black-Caribbean",15,"F",2028,2826.04334783468
"50549","UK born","Black-Caribbean",16,"F",2028,2934.33516466482
"50550","UK born","Black-Caribbean",17,"F",2028,2581.16330580297
"50551","Non-UK born","Black-Caribbean",17,"F",2028,128.878334794661
"50552","UK born","Black-Caribbean",18,"F",2028,2712.89763977388
"50553","Non-UK born","Black-Caribbean",18,"F",2028,189.484220208089
"50554","UK born","Black-Caribbean",19,"F",2028,2616.67294181582
"50555","Non-UK born","Black-Caribbean",19,"F",2028,192.67498651104
"50556","UK born","Black-Caribbean",20,"F",2028,2800.36437131839
"50557","Non-UK born","Black-Caribbean",20,"F",2028,189.097220908808
"50558","UK born","Black-Caribbean",21,"F",2028,2847.31734853643
"50559","Non-UK born","Black-Caribbean",21,"F",2028,200.094438379371
"50560","UK born","Black-Caribbean",22,"F",2028,2683.06822025632
"50561","Non-UK born","Black-Caribbean",22,"F",2028,219.212397660199
"50562","UK born","Black-Caribbean",23,"F",2028,2566.49433038016
"50563","Non-UK born","Black-Caribbean",23,"F",2028,235.243794858693
"50564","UK born","Black-Caribbean",24,"F",2028,2549.51880446172
"50565","Non-UK born","Black-Caribbean",24,"F",2028,235.785169761486
"50566","UK born","Black-Caribbean",25,"F",2028,2468.57496770327
"50567","Non-UK born","Black-Caribbean",25,"F",2028,231.438114767339
"50568","UK born","Black-Caribbean",26,"F",2028,2325.22793012134
"50569","Non-UK born","Black-Caribbean",26,"F",2028,306.806120292168
"50570","UK born","Black-Caribbean",27,"F",2028,2336.41691699971
"50571","Non-UK born","Black-Caribbean",27,"F",2028,388.800836608556
"50572","UK born","Black-Caribbean",28,"F",2028,2288.28667548165
"50573","Non-UK born","Black-Caribbean",28,"F",2028,459.853295036105
"50574","UK born","Black-Caribbean",29,"F",2028,2320.88881344656
"50575","Non-UK born","Black-Caribbean",29,"F",2028,469.522388315357
"50576","UK born","Black-Caribbean",30,"F",2028,2523.5788980814
"50577","Non-UK born","Black-Caribbean",30,"F",2028,551.210065474438
"50578","UK born","Black-Caribbean",31,"F",2028,2438.64524758794
"50579","Non-UK born","Black-Caribbean",31,"F",2028,617.273674742991
"50580","UK born","Black-Caribbean",32,"F",2028,2480.75504040935
"50581","Non-UK born","Black-Caribbean",32,"F",2028,655.26073368138
"50582","UK born","Black-Caribbean",33,"F",2028,2434.93146653575
"50583","Non-UK born","Black-Caribbean",33,"F",2028,641.60780264578
"50584","UK born","Black-Caribbean",34,"F",2028,2559.22987452549
"50585","Non-UK born","Black-Caribbean",34,"F",2028,695.24518627173
"50586","UK born","Black-Caribbean",35,"F",2028,2477.22930889548
"50587","Non-UK born","Black-Caribbean",35,"F",2028,679.88841213199
"50588","UK born","Black-Caribbean",36,"F",2028,2627.95155504637
"50589","Non-UK born","Black-Caribbean",36,"F",2028,705.337064333947
"50590","UK born","Black-Caribbean",37,"F",2028,2792.44191276538
"50591","Non-UK born","Black-Caribbean",37,"F",2028,698.794666676157
"50592","UK born","Black-Caribbean",38,"F",2028,2642.05858299232
"50593","Non-UK born","Black-Caribbean",38,"F",2028,760.806900085028
"50594","UK born","Black-Caribbean",39,"F",2028,2740.8139547846
"50595","Non-UK born","Black-Caribbean",39,"F",2028,806.456159970674
"50596","UK born","Black-Caribbean",40,"F",2028,2638.36407069272
"50597","Non-UK born","Black-Caribbean",40,"F",2028,755.892544349591
"50598","UK born","Black-Caribbean",41,"F",2028,2677.06136584517
"50599","Non-UK born","Black-Caribbean",41,"F",2028,892.149257178304
"50600","UK born","Black-Caribbean",42,"F",2028,2607.10285006017
"50601","Non-UK born","Black-Caribbean",42,"F",2028,1042.72458384023
"50602","UK born","Black-Caribbean",43,"F",2028,2624.73757129632
"50603","Non-UK born","Black-Caribbean",43,"F",2028,1138.29783334508
"50604","UK born","Black-Caribbean",44,"F",2028,2385.67515484283
"50605","Non-UK born","Black-Caribbean",44,"F",2028,1200.68791755371
"50606","UK born","Black-Caribbean",45,"F",2028,2624.07854620223
"50607","Non-UK born","Black-Caribbean",45,"F",2028,1251.4813712191
"50608","UK born","Black-Caribbean",46,"F",2028,2432.75460911083
"50609","Non-UK born","Black-Caribbean",46,"F",2028,1419.83602848214
"50610","UK born","Black-Caribbean",47,"F",2028,2400.67835670659
"50611","Non-UK born","Black-Caribbean",47,"F",2028,1381.84219159758
"50612","UK born","Black-Caribbean",48,"F",2028,2478.54622103348
"50613","Non-UK born","Black-Caribbean",48,"F",2028,1508.53617528208
"50614","UK born","Black-Caribbean",49,"F",2028,2217.2071118396
"50615","Non-UK born","Black-Caribbean",49,"F",2028,1408.97073672071
"50616","UK born","Black-Caribbean",50,"F",2028,2043.60405208184
"50617","Non-UK born","Black-Caribbean",50,"F",2028,1474.7577606059
"50618","UK born","Black-Caribbean",51,"F",2028,1965.49996683775
"50619","Non-UK born","Black-Caribbean",51,"F",2028,1503.363218279
"50620","UK born","Black-Caribbean",52,"F",2028,1981.16568213509
"50621","Non-UK born","Black-Caribbean",52,"F",2028,1578.07921336067
"50622","UK born","Black-Caribbean",53,"F",2028,2169.60919484242
"50623","Non-UK born","Black-Caribbean",53,"F",2028,1536.88345705974
"50624","UK born","Black-Caribbean",54,"F",2028,2280.11662891517
"50625","Non-UK born","Black-Caribbean",54,"F",2028,1485.05103604912
"50626","UK born","Black-Caribbean",55,"F",2028,2850.50403311163
"50627","Non-UK born","Black-Caribbean",55,"F",2028,1524.70800033168
"50628","UK born","Black-Caribbean",56,"F",2028,3280.36554913368
"50629","Non-UK born","Black-Caribbean",56,"F",2028,1556.21218735647
"50630","UK born","Black-Caribbean",57,"F",2028,3662.98127991604
"50631","Non-UK born","Black-Caribbean",57,"F",2028,1386.92017751143
"50632","UK born","Black-Caribbean",58,"F",2028,4180.72925163488
"50633","Non-UK born","Black-Caribbean",58,"F",2028,1203.1160891398
"50634","UK born","Black-Caribbean",59,"F",2028,4721.03361551989
"50635","Non-UK born","Black-Caribbean",59,"F",2028,1210.82185696336
"50636","UK born","Black-Caribbean",60,"F",2028,5144.14750474885
"50637","Non-UK born","Black-Caribbean",60,"F",2028,1305.48848431031
"50638","UK born","Black-Caribbean",61,"F",2028,5401.12522989188
"50639","Non-UK born","Black-Caribbean",61,"F",2028,1250.19645805435
"50640","UK born","Black-Caribbean",62,"F",2028,5783.3908873782
"50641","Non-UK born","Black-Caribbean",62,"F",2028,1246.05999086916
"50642","UK born","Black-Caribbean",63,"F",2028,6089.5460779303
"50643","Non-UK born","Black-Caribbean",63,"F",2028,1160.23931289568
"50644","UK born","Black-Caribbean",64,"F",2028,6094.11548448546
"50645","Non-UK born","Black-Caribbean",64,"F",2028,1219.4488150381
"50646","UK born","Black-Caribbean",65,"F",2028,5736.57386666978
"50647","Non-UK born","Black-Caribbean",65,"F",2028,1369.97161392806
"50648","UK born","Black-Caribbean",66,"F",2028,4426.88768000125
"50649","Non-UK born","Black-Caribbean",66,"F",2028,1922.23186735194
"50650","UK born","Black-Caribbean",67,"F",2028,2951.70262607248
"50651","Non-UK born","Black-Caribbean",67,"F",2028,2961.58990459491
"50652","UK born","Black-Caribbean",68,"F",2028,2147.76170394324
"50653","Non-UK born","Black-Caribbean",68,"F",2028,3227.25031578966
"50654","UK born","Black-Caribbean",69,"F",2028,1874.11578415087
"50655","Non-UK born","Black-Caribbean",69,"F",2028,3108.91957120165
"50656","UK born","Black-Caribbean",70,"F",2028,1216.85423526553
"50657","Non-UK born","Black-Caribbean",70,"F",2028,3147.23196135053
"50658","UK born","Black-Caribbean",71,"F",2028,646.176306990439
"50659","Non-UK born","Black-Caribbean",71,"F",2028,3316.69189667514
"50660","UK born","Black-Caribbean",72,"F",2028,139.940950061623
"50661","Non-UK born","Black-Caribbean",72,"F",2028,3432.33253621417
"50662","UK born","Black-Caribbean",73,"F",2028,-92.7741740796647
"50663","Non-UK born","Black-Caribbean",73,"F",2028,3222.38499474981
"50664","UK born","Black-Caribbean",74,"F",2028,-171.149344422119
"50665","Non-UK born","Black-Caribbean",74,"F",2028,2881.70969707124
"50666","UK born","Black-Caribbean",75,"F",2028,-181.5147121432
"50667","Non-UK born","Black-Caribbean",75,"F",2028,2714.52824116953
"50668","UK born","Black-Caribbean",76,"F",2028,-207.336154863539
"50669","Non-UK born","Black-Caribbean",76,"F",2028,2442.22794940163
"50670","UK born","Black-Caribbean",77,"F",2028,-225.146492610914
"50671","Non-UK born","Black-Caribbean",77,"F",2028,2204.87742091911
"50672","UK born","Black-Caribbean",78,"F",2028,-249.528237098251
"50673","Non-UK born","Black-Caribbean",78,"F",2028,2060.10756579823
